Chapter,Section,Sub-Section,Block,Paragraph,Classifications,Compliance,CID,ControlText
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Additional Controls",21.4.14.C.01.,"All Classifications",Should,4697,"Agencies SHOULD compile a list of approved BYOD devices and operating systems for the guidance of staff."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Additional Controls",21.4.14.C.02.,"All Classifications",Should,4698,"Agencies SHOULD consider the implementation of Data Loss Prevention (DLP) technologies."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Additional Controls",21.4.14.C.03.,"All Classifications",Should,4699,"Agencies SHOULD consider the use of bandwidth limits as a means of controlling data downloads and uploads."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Additional Controls",21.4.14.C.04.,"All Classifications",Should,4700,"Agencies SHOULD take legal advice on the provisions in their BYOD policy."
"22. Enterprise systems security","22.1. Cloud Computing",Objective,,22.1.1.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Terminology,22.1.2.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Terminology,22.1.3.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Separation and Segregation",22.1.4.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Separation and Segregation",22.1.5.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Mandates and Requirements",22.1.6.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Mandates and Requirements",22.1.7.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Mandates and Requirements",22.1.8.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,"Mandates and Requirements",22.1.9.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.10.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.11.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.12.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.13.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.14.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Background,22.1.15.,,,,
"22. Enterprise systems security","22.1. Cloud Computing",Context,Scope,22.1.16.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","References - Guidance",,22.1.17.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","References - Standards",,22.1.18.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","PSR references",,22.1.19.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.R.01.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.R.02.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.C.01.,"Top Secret, Secret, Confidential",Must,4800,"The use of cloud services and infrastructures for systems and data classified CONFIDENTIAL, SECRET or TOP SECRET MUST be approved by the GCSB."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.C.02.,"Top Secret, Confidential, Secret",Must,4801,"Agencies intending to adopt cloud technologies or services MUST ensure cloud service providers apply the controls specified in this manual to any systems hosting, processing or storing agency data and systems."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.C.03.,"Confidential, Secret, Top Secret","Must Not",4802,"Agencies MUST NOT use public, hybrid (incorporating a public element), or other external cloud services for systems and data classified CONFIDENTIAL, SECRET or TOP SECRET."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.C.04.,"All Classifications","Must Not",4803,"Agencies MUST NOT use public or hybrid (incorporating a public element) cloud services to host, process, store or transmit NZEO endorsed information."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls",Applicability,22.1.20.C.05.,"All Classifications",Should,4804,"Agencies intending to adopt cloud technologies or services SHOULD obtain formal assurance cloud service providers will apply the controls specified in this manual to any cloud service hosting, processing or storing agency data and systems."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.R.01.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.R.02.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.01.,"All Classifications",Must,4808,"Agencies intending to adopt cloud technologies or services MUST conduct a risk assessment before implementation or adoption."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.02.,"All Classifications",Must,4809,"Agencies intending to adopt cloud technologies or services MUST determine trust boundaries before implementation."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.03.,"All Classifications",Must,4810,"Agencies intending to adopt cloud technologies or services MUST determine where the responsibility (agency or cloud service provider) for implementing, managing and maintaining controls lies in accordance with agreed trust boundaries."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.04.,"All Classifications",Must,4811,"Agencies MUST ensure cloud risks for any cloud service adopted are understood and formally accepted by the Agency Head or Chief Executive (or their formal delegate) and the agency’s Accreditation Authority."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.05.,"All Classifications",Must,4812,"Agencies MUST consult with the GCDO to ensure the strategic and other cloud risks are comprehensively assessed."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.06.,"All Classifications",Must,4813,"Agencies procuring or using cloud services to be used by multiple agencies MUST ensure all interested parties formally agree the risks, controls and any residual risks of such cloud services."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Risk Assessment",22.1.21.C.07.,"All Classifications",Must,4814,"Agencies using cloud services MUST ensure they have conducted a documented risk assessment, accepted any residual risks, and followed the endorsement procedure required by the GCDO."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.R.01.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.R.02.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.R.03.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.R.04.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.01.,"All Classifications",Must,4820,"Agencies using cloud services hosted offshore MUST ensure jurisdictional, sovereignty and privacy risks are fully considered and formally accepted by the Agency Head or Chief Executive and the agency’s Accreditation Authority."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.02.,"All Classifications",Must,4821,"Agencies using cloud services hosted offshore MUST ensure that the agency retains ownership of its information in any contract with the cloud service provider."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.03.,"All Classifications",Must,4822,"Agencies using cloud services hosted offshore and connected to All-of-Government systems MUST ensure they have conducted a risk assessment, accepted any residual risks, and followed the endorsement procedure required by the GCDO."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.04.,"Confidential, Top Secret, Secret","Must Not",4823,"Agencies MUST NOT use cloud services hosted offshore for information or systems classified CONFIDENTIAL, SECRET or TOP SECRET."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.05.,"All Classifications","Must Not",4824,"Agencies MUST NOT use cloud services hosted offshore for information with an NZEO endorsement."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","Offshore Services",22.1.22.C.06.,"All Classifications","Should Not",4825,"Agencies SHOULD NOT use cloud services hosted offshore unless:

privacy, information sensitivity and information value has been fully assessed by the agency;
a comprehensive risk assessment is undertaken by the agency;
controls to manage identified risks have been specified by the agency; and
the cloud service provider is able to provide adequate assurance that these controls have been properly implemented before the agency uses the cloud service."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","System Availability",22.1.23.R.01.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","System Availability",22.1.23.R.02.,,,,
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","System Availability",22.1.23.C.01.,"All Classifications",Must,4829,"Agencies intending to adopt cloud technologies or services MUST consider the risks to the availability of systems and information in their design of cloud systems architectures and supporting controls and governance processes."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","System Availability",22.1.23.C.02.,"All Classifications",Must,4830,"Any contracts for the provision of cloud services MUST include service level, availability, recoverability and restoration provisions."
"22. Enterprise systems security","22.1. Cloud Computing","Rationale & Controls","System Availability",22.1.23.C.03.,"All Classifications",Must,4831,"Agencies MUST ensure contracts with cloud service providers include provisions to manage risks associated with the merger, acquisition, liquidation or bankruptcy of the service provider and any subsequent termination of cloud services."
